,AudioFile,Mean_Pause_Length_VADInt_1,Mean_Pause_Length_VADInt_2,Mean_Pause_Length_VADInt_3,Pause_Percentage_VADInt_1,Pause_Percentage_VADInt_2,Pause_Percentage_VADInt_3,Pause_Speech_Ratio_VADInt_1,Pause_Speech_Ratio_VADInt_2,Pause_Speech_Ratio_VADInt_3,Pause_Time_VADInt_1,Pause_Time_VADInt_2,Pause_Time_VADInt_3,Pause_Variability_VADInt_1,Pause_Variability_VADInt_2,Pause_Variability_VADInt_3,Speech_Time_VADInt_1,Speech_Time_VADInt_2,Speech_Time_VADInt_3,Total_Time_VADInt_1,Total_Time_VADInt_2,Total_Time_VADInt_3
0,11_sentence_on.wav,0.0,0.0,0.0,-1.724618290679855e-16,-1.724618290679855e-16,-1.724618290679855e-16,-1.7246182906798548e-16,-1.7246182906798548e-16,-1.7246182906798548e-16,-1.7763568394002505e-15,-1.7763568394002505e-15,-1.7763568394002505e-15,0.0,0.0,0.0,10.3,10.3,10.3,10.299999999999999,10.299999999999999,10.299999999999999
1,11_animal_on.wav,0.0,0.0,0.0,0.0,0.0,0.0006060606060607008,0.0,0.0,0.0006064281382657104,0.0,0.0,0.020000000000003126,0.0,0.0,0.0,33.0,33.0,32.98,33.0,33.0,33.0
2,11_counting_on.wav,0.0,0.0,0.0325,0.0,0.0,0.02088353413654617,0.0,0.0,0.021328958162428205,0.0,0.0,0.5199999999999996,0.0,0.0,0.00024375,24.9,24.9,24.38,24.9,24.9,24.9
3,11_freespeech_on.wav,0.0,0.0,0.025,-1.161017542091667e-16,-1.161017542091667e-16,0.003267973856209081,-1.161017542091667e-16,-1.161017542091667e-16,0.003278688524590094,-3.552713678800501e-15,-3.552713678800501e-15,0.09999999999999787,0.0,0.0,7.500000000000001e-05,30.6,30.6,30.5,30.599999999999998,30.599999999999998,30.599999999999998
4,11_freespeech_off.wav,0.0,0.0,0.03777777777777778,0.0,0.0,0.010691823899371065,0.0,0.0,0.010807374443738076,0.0,0.0,0.33999999999999986,0.0,0.0,0.001017283950617284,31.8,31.8,31.46,31.8,31.8,31.8
5,11_sentence_off.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.82,8.82,8.82,8.82,8.82,8.82
6,11_ahh_off.wav,0.0,0.0,0.43,0.0,0.0,0.02672605790645882,0.0,0.0,0.027459954233409634,0.0,0.0,0.2400000000000002,0.0,0.0,0.0361,9.6,9.6,8.74,9.6,9.6,8.98
7,11_animal_off.wav,0.0,0.0,0.037333333333333336,-1.1423516652091645e-16,-1.1423516652091645e-16,0.018006430868167164,-1.1423516652091642e-16,-1.1423516652091642e-16,0.01833660772757036,-3.552713678800501e-15,-3.552713678800501e-15,0.5599999999999987,0.0,0.0,0.0005262222222222223,31.1,31.1,30.54,31.099999999999998,31.099999999999998,31.099999999999998
8,11_counting_off.wav,0.0,0.0,0.04,0.0,0.0,0.0037700282752119838,0.0,0.0,0.003784295175023571,0.0,0.0,0.0799999999999983,0.0,0.0,0.0,21.22,21.22,21.14,21.22,21.22,21.22
9,11_ahh_on.wav,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014400000000000001,9.1,9.1,8.82,9.1,9.1,8.82
